Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV46,OUT035,2092.7170376666613
NCP29,OUT045,874.467268333333
FDE09,OUT018,1665.5963506666612
NCU06,OUT027,7224.525891000006
FDT19,OUT010,486.77858633333295
DRF15,OUT017,2210.6046953333334
DRI51,OUT013,2531.83987933334
NCX54,OUT013,1654.1468099999984
DRE01,OUT013,4435.238906333332
NCB07,OUT045,2882.9517286666596
FDU50,OUT035,1533.521604666667
FDG40,OUT035,577.0444213333317
FDW10,OUT018,3181.2190320000077
FDX51,OUT013,2842.69191233334
NCP17,OUT045,950.7124649999978
FDP21,OUT035,3179.0818140000133
FDL04,OUT045,1459.9429369999978
FDV23,OUT013,1845.246945333333
FDF24,OUT046,1328.8835360000019
FDH56,OUT027,2974.5480540000003
FDB51,OUT049,964.3336233333312
FDI58,OUT027,2403.0331016666723
FDR20,OUT013,671.3583203333308
FDC51,OUT018,1708.1409706666645
FDB16,OUT027,1936.7256459999996
FDE40,OUT049,878.9836116666665
NCM17,OUT035,706.2817496666682
FDU56,OUT035,3104.234797333337
FDS32,OUT019,286.031009000001
FDX02,OUT049,3940.582796333337
FDT39,OUT027,4507.527031666665
FDE35,OUT017,826.5551906666649
NCI42,OUT019,811.6723413333274
DRL23,OUT046,1557.798892000004
FDA10,OUT046,2113.001744333328
FDA11,OUT013,1415.1612290000078
NCM06,OUT046,2313.954609999997
NCT05,OUT035,4070.667910000001
NCQ02,OUT010,405.80731933333306
NCY06,OUT049,2429.08918466667
FDY56,OUT035,4516.777212999995
FDL02,OUT035,1972.232760000003
NCI06,OUT035,2903.4406139999965
FDQ14,OUT045,2269.1606956666674
FDQ12,OUT017,3023.0060876666516
FDP36,OUT046,810.8068013333323
FDK21,OUT027,8189.518656333357
FDO40,OUT045,2498.5498793333304
NCK54,OUT019,295.98915766666636
FDY09,OUT018,2785.0103293333423
NCW30,OUT049,4173.464100999992
NCC55,OUT027,1278.5446173333341
FDE58,OUT018,1682.7307136666554
FDR39,OUT013,3721.037465666671
FDU28,OUT049,3408.232419333339
FDH08,OUT017,3892.810536666661
FDG35,OUT045,3062.7476896666753
FDG22,OUT049,696.4900510000011
FDC34,OUT035,3477.816286999996
FDP15,OUT018,3263.2977463333277
FDK34,OUT010,582.5084200000039
FDU45,OUT035,2313.578433
FDQ04,OUT027,794.9030586666674
FDX22,OUT018,2842.8383883333377
FDB45,OUT017,1215.006213666673
NCH43,OUT027,5181.859258666679
DRE60,OUT046,4624.578000666667
FDD17,OUT027,5611.367948333308
NCM54,OUT017,2310.236117
NCH55,OUT013,1935.5682636666643
NCT06,OUT017,2525.3172586666733
FDA48,OUT027,4377.127882333302
FDY58,OUT027,8268.442588333344
FDO25,OUT045,3743.4438550000054
FDN50,OUT045,1482.6289623333394
FDH35,OUT035,2036.5756719999931
FDK09,OUT045,3887.3287833333293
FDO16,OUT013,1853.7691853333217
FDW11,OUT045,973.3918323333324
FDU47,OUT027,4127.193220333331
NCQ42,OUT010,331.0479663333322
FDK55,OUT027,2899.0640886666783
FDN08,OUT049,1743.545995333328
FDT57,OUT045,3507.124802999991
FDJ12,OUT018,3827.8206889999924
DRL59,OUT017,941.073900333335
NCN53,OUT046,600.6348250000017
FDO51,OUT010,65.27614166666675
FDK56,OUT017,3287.8191603333385
FDY12,OUT035,727.0724643333323
FDU15,OUT035,676.0499910000002
FDQ19,OUT046,4833.94990733334
DRF15,OUT045,2139.875651666671
DRE25,OUT019,166.90496333333354
FDK57,OUT018,2020.413377000001
FDD33,OUT010,803.449711333334
FDR34,OUT027,7367.415448333343
FDU04,OUT045,1995.3715293333396
FDE35,OUT019,142.7896873333329
NCD31,OUT035,3216.142461333336
FDJ56,OUT035,1305.8080176666676
NCU53,OUT046,2388.826039333343
FDD39,OUT035,3532.77252866668
NCU17,OUT019,226.6682809999995
FDJ20,OUT046,1753.250030333333
NCW41,OUT018,2433.5844443333385
FDL52,OUT035,709.812709000002
FDS39,OUT035,2444.7576779999963
DRJ47,OUT045,2730.6089210000105
FDP13,OUT010,111.50152599999956
DRK39,OUT010,200.47238000000058
FDF28,OUT010,254.03155133333382
FDB09,OUT045,1723.8593989999986
FDM51,OUT046,1497.630545999997
DRM49,OUT018,628.4042333333343
DRF23,OUT013,2563.919233000008
DRH01,OUT035,3313.9351653333356
FDH12,OUT027,2628.893545333326
FDA28,OUT019,269.84430133333296
FDW37,OUT018,1133.9572700000003
FDF02,OUT046,1841.283216000002
DRL37,OUT046,651.8326256666661
NCF43,OUT046,2088.2140103333318
FDH08,OUT010,446.22914700000035
FDR34,OUT019,573.4979266666666
NCK19,OUT049,3064.2435203333357
NCD55,OUT018,504.7341026666669
FDT27,OUT049,3509.3341493333223
FDQ57,OUT045,2025.918433333331
FDA47,OUT035,2738.8260026666753
DRG15,OUT027,1640.4612910000003
FDE05,OUT018,2125.4488753333294
FDN46,OUT046,1845.647535000003
FDX27,OUT027,2973.4738966666705
FDT51,OUT045,1577.1581366666658
FDU33,OUT013,594.2986283333321
FDJ16,OUT027,1679.1864383333339
FDD20,OUT019,299.4879366666656
FDT36,OUT049,546.3022159999995
DRF15,OUT027,2592.14582400001
FDN52,OUT010,215.79465733333288
FDC22,OUT027,5818.728029333328
FDX15,OUT045,2636.1585329999966
FDT13,OUT013,3244.878389333339
FDU04,OUT017,2294.2957553333363
FDU31,OUT019,363.81420366666856
FDW59,OUT027,2687.634860000001
NCO29,OUT046,2540.356570999995
FDL15,OUT035,2787.3805773333397
FDI41,OUT049,2079.97806433333
FDQ48,OUT049,1959.362846000001
DRI39,OUT013,652.1078230000006
FDI08,OUT013,4451.563212666667
FDC21,OUT049,1629.5210873333422
FDF58,OUT035,1188.1522803333285
FDS08,OUT010,373.70910133333393
FDE47,OUT045,1765.002510000001
NCP18,OUT019,295.48869800000017
NCR41,OUT013,1696.275305000004
FDA27,OUT013,3165.7602656666627
FDA43,OUT035,3005.3246589999994
FDA49,OUT045,1464.2728563333285
NCE55,OUT018,3198.7084883333428
DRM49,OUT027,921.9732080000013
FDF22,OUT027,5991.549735333335
FDQ15,OUT018,1204.1447963333305
NCS54,OUT017,3629.6087
NCY05,OUT013,536.7624116666664
FDR45,OUT046,4456.375836999994
FDK57,OUT049,2035.461566666671
FDF41,OUT010,805.788888666667
FDV21,OUT046,1993.5161666666609
FDD51,OUT046,599.0457823333328
FDF33,OUT046,1931.9085830000001
FDA38,OUT046,3839.641968000006
FDR56,OUT045,3081.952690666663
NCN41,OUT017,2239.4249580000023
FDC60,OUT027,2334.627700000009
FDB47,OUT045,3637.335309000003
DRH01,OUT013,3026.3295393333306
FDW08,OUT046,1666.2954406666627
FDF38,OUT027,808.9725223333288
FDY32,OUT017,2151.1620713333286
FDG34,OUT049,1719.6493236666674
FDG47,OUT019,500.36645466666505
NCF18,OUT035,3408.6230219999993
FDL39,OUT019,355.44287833333493
NCH55,OUT035,2349.3529766666684
DRJ35,OUT049,844.8369489999993
FDS44,OUT035,4023.833318666668
DRE01,OUT018,3975.13004866666
FDY39,OUT013,3654.2055713333393
FDY32,OUT018,2122.2308420000004
FDR33,OUT027,3143.894283999997
NCP50,OUT049,1133.082852666669
FDZ47,OUT018,1354.7831559999997
FDU57,OUT049,2617.301967333321
FDY44,OUT013,2697.1036456666598
DRH59,OUT018,823.0153540000009
FDB03,OUT027,7108.667813666683
FDY46,OUT045,2524.405112666663
FDM39,OUT045,2447.811480666665
FDY36,OUT035,1258.3975093333252
NCM55,OUT035,3588.01839333334
FDJ50,OUT010,184.53645700000024
DRL60,OUT013,2477.0190170000033
NCJ54,OUT049,3892.465430333328
FDX59,OUT017,480.7508769999994
FDI07,OUT013,2694.2762149999917
DRF51,OUT010,126.02151433333285
FDM14,OUT017,1763.1848759999996
FDP21,OUT045,3496.4020940000014
FDE40,OUT035,1201.619194999995
FDE05,OUT035,2482.579556666666
FDM13,OUT027,3140.5785999999953
FDC34,OUT027,3352.9721289999907
NCI55,OUT018,1918.4949323333303
NCE43,OUT018,1939.8338223333362
FDW58,OUT018,1540.3871123333397
FDG60,OUT045,4160.824997666671
FDV31,OUT017,2336.405385999999
FDR47,OUT013,2967.1665513333287
FDM60,OUT019,56.347763666666715
NCF06,OUT018,3303.9892230000005
NCN26,OUT027,2430.912366999997
FDQ59,OUT049,1215.252559666666
FDF09,OUT046,574.2647063333342
NCS06,OUT017,3002.743574333331
FDT44,OUT046,1791.7421476666648
FDI19,OUT017,3775.361197333325
FDT22,OUT017,952.6366269999962
NCF54,OUT027,4739.13887766666
DRG25,OUT045,3318.650139000005
FDB59,OUT017,2687.3507853333326
FDQ37,OUT017,2841.272648666666
FDP56,OUT035,731.6742520000008
FDW44,OUT035,2890.912477333334
FDJ26,OUT010,542.2053266666682
FDU43,OUT018,3359.5757553333433
FDW33,OUT045,1827.3003063333322
NCX53,OUT027,3119.93658066666
FDN56,OUT010,436.16225100000173
DRF15,OUT049,2067.841640000004
FDO33,OUT017,2020.4522153333291
FDZ39,OUT010,235.91957199999996
NCJ19,OUT017,980.5791433333336
FDU01,OUT035,3280.9725170000124
FDT12,OUT035,4706.581257666667
NCM18,OUT018,929.3180916666684
FDP19,OUT017,2327.113037333336
NCR42,OUT049,564.3908923333322
FDN10,OUT046,2020.3590033333346
FDG44,OUT017,834.9697930000004
FDQ10,OUT046,3054.321990666668
DRH13,OUT049,1269.2389526666586
FDT52,OUT013,4237.433055333325
FDM56,OUT045,1541.163879
NCO43,OUT010,228.79218300000085
NCV29,OUT035,3363.127798333332
NCF06,OUT013,4775.861076666673
FDO50,OUT035,1425.8650736666652
FDT59,OUT013,4666.485672000003
FDX40,OUT027,849.619612333329
FDE50,OUT017,3720.542554333335
FDX51,OUT017,2897.603767333338
NCD30,OUT018,1370.381740333337
FDK15,OUT013,1842.9443870000002
FDL12,OUT045,1624.5619869999891
FDK46,OUT017,4500.8257546666655
DRH49,OUT010,163.56264733333393
FDQ57,OUT046,2159.121710333337
FDY59,OUT017,1530.255855666668
FDO09,OUT018,4798.0322166666765
NCG30,OUT035,1880.791788
FDM09,OUT017,2577.7134993333325
NCN17,OUT027,2975.6044566666737
NCS42,OUT013,1448.163825333334
FDD02,OUT019,220.00362300000023
FDE34,OUT013,3953.3151116666654
FDU38,OUT045,3168.146049000002
FDB33,OUT046,2549.5690236666765
NCJ29,OUT017,1482.2538950000026
FDZ27,OUT035,683.7200070000015
FDI40,OUT013,1385.1813646666687
FDG22,OUT013,694.8410863333335
FDT51,OUT017,1615.2840640000022
FDF20,OUT018,2551.6840483333294
FDV50,OUT035,2051.2898520000012
FDT02,OUT049,480.94506866666666
DRC49,OUT017,2356.2406776666658
FDF26,OUT049,2581.2677616666683
FDV52,OUT035,2167.5751510000005
FDX59,OUT049,556.1516173333343
FDV25,OUT035,4790.645165666662
FDW23,OUT027,830.9505803333335
FDE53,OUT018,1060.7370246666667
FDA19,OUT017,2243.650568666661
FDH22,OUT046,2265.1226186666568
NCO41,OUT013,1379.2734993333308
FDX12,OUT017,4240.921847333352
FDF17,OUT013,2779.93249466667
FDS11,OUT045,3678.2598156666645
FDR51,OUT035,2651.068014333333
FDT49,OUT010,180.58937266666666
FDC56,OUT013,2266.668384333338
FDR13,OUT027,2464.681742999995
FDQ60,OUT035,2192.847809333342
FDN38,OUT049,4327.782115333327
NCL29,OUT013,2674.1579583333305
FDO13,OUT027,4051.9955490000098
FDE26,OUT018,2185.852470666653
FDA31,OUT010,501.9910066666655
FDX14,OUT035,1347.545909999995
FDA34,OUT045,3420.7472399999983
FDF26,OUT013,2317.905023333331
FDE38,OUT045,2816.1431373333367
DRI11,OUT046,1884.354927666665
FDQ60,OUT027,3499.72776500002
FDL21,OUT027,935.9505693333342
DRC12,OUT027,6770.192848333339
FDC47,OUT046,3524.959365666685
FDE57,OUT045,1776.5164113333324
FDT14,OUT045,2281.823102000005
NCZ53,OUT046,3397.828184666679
FDE28,OUT018,4161.437533666673
FDR19,OUT035,2655.163793999999
NCF54,OUT019,365.64182466666847
FDZ08,OUT046,1352.9011613333378
NCJ05,OUT018,2479.638940000003
FDF59,OUT046,1859.9089709999976
NCO05,OUT035,1951.3033369999969
FDW24,OUT018,735.2085403333347
NCX42,OUT018,3266.1806603333257
NCA53,OUT035,786.1688723333361
FDI45,OUT019,369.5056840000019
FDG46,OUT046,1980.0437036666658
FDM20,OUT010,478.92547533333465
FDW11,OUT010,149.25682466666638
FDX08,OUT035,2850.567216666676
NCK17,OUT035,634.8647126666649
FDK32,OUT018,2496.428196666665
NCA42,OUT035,2953.3856009999986
DRI01,OUT035,2912.960444333324
NCL55,OUT049,4025.132738333333
DRE25,OUT018,1470.9630366666672
FDD14,OUT017,2735.4836866666715
FDB10,OUT046,3867.4712983333275
DRN11,OUT035,2240.4558383333306
FDP38,OUT018,645.0214916666657
NCA30,OUT017,3007.4441223333306
FDT15,OUT017,2854.5087526666684
NCP55,OUT018,661.6909043333345
FDF12,OUT035,2235.4345966666615
FDM21,OUT018,4183.4411139999975
FDX56,OUT035,4019.502289666679
FDF10,OUT017,2428.4422489999974
FDT32,OUT045,2722.8989569999917
FDM51,OUT018,1513.9404266666672
NCR50,OUT018,2490.060929333339
FDI19,OUT049,4186.6724633333215
FDX21,OUT017,1706.9070213333316
FDR31,OUT035,2386.2982186666686
FDY02,OUT013,3945.1046879999876
NCA29,OUT045,3375.9843963333337
NCX17,OUT046,3658.9427383333336
FDM12,OUT045,2885.881248666668
FDI53,OUT027,3462.3530820000015
NCU30,OUT049,2926.734736666663
FDC56,OUT027,3192.1048620000097
FDK27,OUT018,1605.6743506666642
NCK18,OUT017,3394.5502293333125
FDB52,OUT019,426.39940366666707
DRG25,OUT027,6157.209652666625
FDZ13,OUT049,932.0911486666677
FDB57,OUT019,603.1082719999974
FDR40,OUT046,1397.8737320000023
NCO14,OUT019,110.91784133333337
NCN19,OUT045,2692.2577313333272
FDQ28,OUT019,286.51260433333346
FDO13,OUT018,2070.8277529999955
FDK48,OUT013,1482.4680606666714
FDU07,OUT018,2153.1328393333306
FDW20,OUT046,2311.0250900000055
FDV12,OUT010,275.1041213333334
FDH24,OUT013,2533.9948519999944
FDV59,OUT049,3946.3475146666683
FDK57,OUT045,1857.3534086666696
FDL16,OUT027,969.7388096666695
NCQ17,OUT046,2612.513755666667
FDJ15,OUT018,2334.2626196666697
FDX24,OUT049,1190.6179596666698
FDT47,OUT046,2086.2399133333356
FDT10,OUT049,946.3315009999991
FDZ37,OUT018,1235.2653980000032
FDW43,OUT027,7160.335003333353
DRN36,OUT017,1582.8152173333356
FDJ14,OUT045,1175.714026666668
FDA32,OUT013,3311.6226199999987
FDJ38,OUT019,527.265884333334
FDQ57,OUT017,2150.441897666667
NCQ41,OUT019,412.26003099999866
FDG56,OUT049,888.032943333333
DRC13,OUT027,3641.773975666663
FDV55,OUT035,2550.5277756666637
FDQ49,OUT045,2655.7652333333344
FDE29,OUT010,147.86197366666627
FDR03,OUT013,3402.4266433333346
FDD45,OUT049,1249.23832066667
FDN38,OUT010,505.11249899999984
FDT56,OUT046,705.3096816666666
FDT48,OUT045,3635.497701000003
FDU03,OUT049,4078.1459536666625
FDC56,OUT010,176.6389593333335
NCO43,OUT027,2906.3479406666675
FDQ27,OUT017,1872.6024479999992
FDR03,OUT046,3286.214582333333
DRH23,OUT010,204.79120266666607
FDG22,OUT045,577.4372433333343
NCJ42,OUT013,1431.6841656666677
FDR24,OUT046,1396.2225480000009
FDW60,OUT035,2940.43135233333
FDJ08,OUT013,3730.8180676666725
DRL59,OUT018,846.8132653333344
FDG60,OUT010,570.0979079999984
FDW27,OUT017,2541.64045533334
FDX14,OUT018,1217.8724826666657
FDC20,OUT013,709.1369220000008
NCS29,OUT018,4206.11049433333
FDJ56,OUT046,1290.032996333335
FDB20,OUT019,180.2331696666655
FDL28,OUT027,6471.020057000027
FDW01,OUT018,2111.094227333335
FDL03,OUT046,2689.284934333333
FDX22,OUT049,4175.305037999988
FDJ21,OUT035,2890.185645666663
FDR31,OUT045,2063.093376333329
FDG21,OUT035,3047.256742999999
FDS22,OUT027,1115.1861486666642
FDK08,OUT035,1345.2544483333295
FDE17,OUT018,2348.0324733333327
NCN30,OUT017,1423.2007640000027
FDT50,OUT046,1346.2365033333326
NCX42,OUT049,3065.347638666653
FDJ12,OUT035,4443.019888999986
NCA18,OUT027,3302.139408666667
FDP23,OUT019,585.3935533333353
FDX12,OUT013,4870.273736000006
FDN40,OUT018,2820.5596106666544
FDV48,OUT035,1380.5362999999984
NCY54,OUT013,3138.8097913333218
FDL16,OUT010,167.93806299999935
FDR45,OUT018,3188.031275666654
FDJ52,OUT046,2470.4076229999946
DRG01,OUT017,1546.1052246666623
FDP52,OUT013,3919.1162946666527
FDU58,OUT017,3457.308537333332
FDL02,OUT045,1485.5407276666713
FDG28,OUT013,3879.7453213333283
FDA19,OUT035,2417.374433666667
FDW46,OUT027,1957.549650666657
NCD43,OUT049,1374.568512666662
DRG39,OUT013,859.6199283333332
NCF55,OUT049,634.7681716666671
FDJ07,OUT046,1880.946031666667
FDE08,OUT046,2280.4648699999975
FDP56,OUT019,137.14370333333346
FDT45,OUT045,751.0079743333351
FDF17,OUT018,2831.7705730000043
FDX44,OUT046,1322.5284750000035
FDM28,OUT027,4753.5712023333235
FDI36,OUT049,2951.923060333334
FDS07,OUT045,1661.3807270000043
FDD36,OUT045,1787.5731299999989
FDW11,OUT046,1017.3668126666666
FDN40,OUT049,2576.811340333329
NCQ18,OUT049,1594.2081650000066
NCQ54,OUT017,3575.464734333322
NCS42,OUT045,1337.9816930000015
DRH39,OUT010,172.5498376666669
FDC09,OUT027,2941.3390596666695
FDT08,OUT010,329.2147969999992
FDC08,OUT035,3636.8426169999975
FDT20,OUT017,626.0528496666682
FDS35,OUT035,1289.0564896666608
FDX58,OUT018,3420.752788333345
FDW58,OUT046,1768.5645400000014
DRD27,OUT046,1632.3596146666648
FDH32,OUT019,188.26715633333308
FDS26,OUT035,5016.567750666642
FDQ31,OUT046,1309.4577113333357
FDP11,OUT018,3769.384532666672
FDD58,OUT017,1692.5468250000056
FDM33,OUT045,3736.3142466666627
FDZ16,OUT049,3501.164783333334
NCS29,OUT010,452.59530466666814
NCM18,OUT019,164.63347566666604
FDP11,OUT049,3311.60375566668
NCC42,OUT017,2323.4844273333306
DRM23,OUT046,2496.0542390000005
NCN55,OUT027,4335.999196999982
FDK46,OUT013,4353.392112333341
FDR01,OUT046,3087.083789333335
NCA05,OUT045,2127.039027666669
NCP43,OUT017,2744.337717000007
FDR12,OUT010,453.3121493333353
FDQ01,OUT013,3775.734045333333
FDM13,OUT046,2048.094011999998
FDQ19,OUT017,4471.02454666667
FDK56,OUT019,636.9242539999996
NCX06,OUT010,403.738900666667
FDO56,OUT027,2997.6024886666683
FDU45,OUT045,2137.533145333332
FDI16,OUT019,152.74894566666666
FDL32,OUT046,1690.3086273333352
FDA07,OUT046,2020.4255833333332
FDA14,OUT045,2179.6827239999957
FDV46,OUT027,3796.121950999982
NCO07,OUT035,3932.0916270000107
NCP41,OUT046,1524.9205783333362
FDY60,OUT018,1683.3687719999998
FDN38,OUT017,3947.8333583333306
FDO15,OUT046,1180.0239719999956
FDT60,OUT013,2324.27451000001
FDA55,OUT035,4553.46723166667
FDE02,OUT010,180.47063833333308
DRJ39,OUT049,2933.4160396666657
FDV34,OUT035,1367.3734339999924
FDS20,OUT027,5556.965430333317
FDF02,OUT027,3178.51921299999
FDW40,OUT017,2294.8672336666605
NCB43,OUT046,3085.7965760000025
FDR58,OUT017,1516.4327379999997
DRJ59,OUT035,549.8009949999982
NCD30,OUT017,1262.148182666671
FDE14,OUT017,1987.9500786666779
FDC28,OUT018,1405.751255666667
FDU16,OUT018,972.3198943333354
NCD19,OUT035,908.2222186666663
FDU21,OUT046,664.4018200000004
FDV59,OUT027,4629.7634730000045
FDU03,OUT045,2766.603178666673
FDC33,OUT010,772.1870723333311
NCR42,OUT035,452.6596653333319
DRH59,OUT035,1436.4024683333303
NCM31,OUT035,1771.1855726666604
FDS50,OUT035,3724.9845500000083
FDP39,OUT046,820.0592020000001
FDQ55,OUT013,2088.2650549999985
FDV36,OUT019,219.36112600000035
FDI05,OUT027,2163.7179496666604
FDS45,OUT027,2528.4942343333287
FDA39,OUT045,696.8051963333312
FDC37,OUT010,228.33832933333338
FDJ60,OUT027,3877.2740936666705
DRQ35,OUT046,1843.4781366666666
NCJ06,OUT046,2125.721853333333
NCY42,OUT018,2325.2232749999957
DRM37,OUT049,3621.2384843333307
FDR14,OUT045,752.5271079999982
FDE51,OUT049,672.9362663333322
FDT33,OUT017,2593.7892403333276
FDR08,OUT013,1929.9588986666695
FDE36,OUT010,409.11523566666705
FDL22,OUT019,247.3757706666659
FDR44,OUT013,2255.8890823333386
FDI56,OUT019,274.56926199999975
FDE47,OUT010,303.73130200000116
FDV27,OUT010,239.98982933333295
FDV10,OUT049,799.7689470000012
FDC40,OUT045,1471.1261576666652
NCX41,OUT013,3737.6957816666627
NCQ38,OUT027,1981.349781333333
FDV12,OUT027,3331.932848999996
FDE52,OUT017,1538.9534230000036
FDG20,OUT027,4485.040746333347
FDV16,OUT027,910.1508193333319
FDI32,OUT017,2440.2313476666664
FDJ32,OUT049,835.2094809999992
FDN39,OUT018,2102.498749333339
FDY34,OUT017,3179.59891866665
FDC14,OUT035,517.5474236666677
FDA55,OUT017,4883.032683333329
FDZ50,OUT010,413.8501833333355
DRG13,OUT049,2649.047311333332
FDP01,OUT013,2200.292563000002
NCG54,OUT017,3067.216317333341
FDM13,OUT045,1850.5800033333358
NCO18,OUT027,4599.312000333326
NCW41,OUT013,3012.67731033334
FDM52,OUT027,3954.6877693333313
NCF55,OUT035,775.8733850000007
FDT09,OUT046,1998.0824449999975
NCM19,OUT035,1913.7622040000076
FDW12,OUT018,1648.560747999995
FDP15,OUT019,484.9187849999995
FDK36,OUT045,991.3040716666701
FDZ25,OUT035,3143.14303966666
NCW06,OUT049,3018.072509666663
FDW60,OUT046,3353.26730033334
DRC49,OUT013,2611.4018696666603
NCT17,OUT035,3289.5291566666674
NCN06,OUT018,1971.0742679999998
FDC45,OUT013,2556.2070496666656
DRJ47,OUT019,498.35684833333363
NCF06,OUT045,3461.7882616666757
FDE21,OUT010,281.57236833333377
DRG27,OUT013,668.4975996666642
FDW40,OUT049,2344.6490996666726
NCO53,OUT046,2792.920033333343
FDE23,OUT049,692.0192040000028
FDQ16,OUT046,1868.5044490000082
FDS26,OUT045,4931.017998999987
FDZ13,OUT010,147.37593966666674
FDS14,OUT049,2274.3506066666623
FDC10,OUT045,1535.3259226666687
FDY16,OUT049,3357.2654293333403
FDJ20,OUT035,2043.9327620000051
FDV43,OUT035,757.9422813333312
FDZ32,OUT027,2316.009712666672
FDR23,OUT046,2723.120890333333
FDN24,OUT035,731.6243170000008
FDE34,OUT027,6276.547644666623
FDU31,OUT013,3332.058241333333
FDW33,OUT018,1641.6930209999985
FDU26,OUT046,1680.9053120000033
FDE20,OUT027,4286.113022333326
NCW05,OUT035,1600.0672050000044
FDB22,OUT018,2129.3171733333365
FDO56,OUT046,1757.4734216666675
FDA19,OUT027,4234.072984666659
DRI39,OUT045,908.0779620000006
FDH52,OUT018,710.7270743333333
FDZ50,OUT035,3889.460453000012
NCN42,OUT035,2485.3060076666657
FDB53,OUT013,2432.4703389999936
DRG11,OUT017,1718.691681333334
DRK11,OUT027,3652.6087610000045
FDQ60,OUT017,2042.2194366666668
FDT36,OUT017,563.445456333333
DRG25,OUT018,2917.472349000006
DRJ23,OUT046,2893.7687593333403
FDG05,OUT035,2643.8740453333444
NCK06,OUT018,2029.1819630000039
FDU52,OUT017,2246.313768666666
FDW07,OUT018,1232.3946903333328
NCM17,OUT045,707.3925260000018
FDA22,OUT045,3420.0137503333394
NCA41,OUT018,2621.087040333325
FDF38,OUT035,483.10448000000014
FDH52,OUT046,977.2834333333267
FDY58,OUT019,616.520813
FDZ16,OUT045,3616.9773643333365
NCM18,OUT017,1010.9407329999981
FDA22,OUT018,2248.261233666667
NCJ43,OUT035,2770.7289193333286
FDI34,OUT027,8163.904220666679
FDG56,OUT046,1057.685441333331
FDS34,OUT046,1837.5580650000022
DRC01,OUT035,735.6901356666673
FDQ04,OUT035,659.5226156666649
FDK04,OUT035,776.2573296666624
FDT51,OUT049,1645.3793336666665
FDV26,OUT017,3036.610600999997
FDS04,OUT049,2144.1190170000073
FDW43,OUT018,3492.3473720000034
FDQ28,OUT010,295.8737523333323
NCK06,OUT017,2034.1843403333366
FDS23,OUT018,2520.237204666674
FDZ36,OUT019,483.32086500000037
FDE56,OUT018,757.8801399999996
FDW10,OUT027,6033.087887666666
NCN14,OUT045,2569.2423039999962
NCQ18,OUT045,1563.2051880000079
FDW08,OUT017,1598.1996360000041
FDU43,OUT035,4486.422281333324
FDR33,OUT010,250.9433490000007
FDM24,OUT010,394.4842806666673
NCZ05,OUT046,1649.9533796666656
NCV41,OUT035,1822.8949296666706
FDV11,OUT018,2982.180341333332
NCY05,OUT035,599.0002859999993
FDV44,OUT018,2908.3386826666692
FDW32,OUT049,1219.3516683333362
NCU18,OUT027,3872.1296789999888
NCC43,OUT035,4400.306599666674
FDW19,OUT013,1629.7097306666737
FDN31,OUT035,2893.624502666656
FDI48,OUT045,727.3465520000018
FDS24,OUT017,1111.5797319999976
FDF46,OUT049,2104.437336999998
DRG23,OUT017,2455.369420333327
FDG14,OUT018,2139.4495396666593
NCY30,OUT049,2835.052967000003
FDO28,OUT018,1734.0871966666666
DRD24,OUT035,2356.3904826666617
FDI33,OUT049,1481.7256936666633
FDN32,OUT046,3172.1242040000043
FDR16,OUT045,3988.313998333332
FDF26,OUT046,2234.584592000007
NCN29,OUT018,678.8108416666682
FDE20,OUT045,3280.3588713333243
FDA46,OUT046,3105.1569303333276
FDU28,OUT045,3006.594117666665
FDQ48,OUT045,1587.2028393333405
FDV36,OUT013,2174.667030666671
FDR14,OUT018,407.96229199999965
FDP23,OUT017,3761.0587036666725
FDP56,OUT013,790.6574739999993
FDK48,OUT010,173.42092600000038
FDR48,OUT046,2370.176981333327
NCY29,OUT049,909.0012046666653
FDM22,OUT018,790.1525756666668
DRJ01,OUT013,2338.4172116666646
FDZ43,OUT045,3604.362673666655
FDV03,OUT035,2791.161211666668
FDX11,OUT027,4788.325962333324
NCA41,OUT027,4392.493436666675
FDE38,OUT017,2421.3825496666664
FDI27,OUT018,615.8827546666676
FDN32,OUT013,3885.1371916666776
NCN43,OUT017,2337.1766043333387
FDB47,OUT027,6109.548359666661
FDV03,OUT017,3049.6525133333344
NCN30,OUT045,1354.6444476666695
NCV54,OUT010,323.5155490000012
FDV07,OUT013,1381.0112373333286
FDP07,OUT049,2363.4812526666633
FDK48,OUT018,805.6401933333293
FDM15,OUT019,263.75001200000025
FDY19,OUT027,3335.7312380000117
FDK46,OUT046,4984.995514666667
FDY11,OUT045,1130.6205023333284
FDH09,OUT046,667.4534033333365
FDO08,OUT027,3973.2669183333287
FDU14,OUT013,3882.1843686666643
FDD22,OUT027,3852.3121420000007
FDM27,OUT017,2930.659627666661
FDL02,OUT027,2770.3250006666585
NCA17,OUT035,2253.8029090000027
FDE38,OUT019,551.9204583333328
NCG07,OUT049,2679.5398416666653
DRC27,OUT013,4015.7183263333227
FDA27,OUT035,3426.6928339999936
FDW40,OUT045,2068.5396203333326
DRI11,OUT013,1633.726724
FDN50,OUT046,1642.7028176666715
FDR12,OUT046,3105.4521016666777
FDT34,OUT027,3222.0414493333274
FDW11,OUT035,1236.1109639999938
NCO30,OUT027,5755.584666999996
FDZ34,OUT017,4119.803950000005
FDU45,OUT017,1923.5527929999987
NCD42,OUT035,696.0683776666643
FDX25,OUT045,3517.9884396666716
NCR29,OUT046,932.8113223333337
